"","period","month","total_units","smooth_0.25_0.25_0.25","trend_0.25_0.25_0.25","seasonal_0.25_0.25_0.25","forecast_0.25_0.25_0.25","residual_0.25_0.25_0.25","smooth_0.5_0.5_0.5","trend_0.5_0.5_0.5","seasonal_0.5_0.5_0.5","forecast_0.5_0.5_0.5","residual_0.5_0.5_0.5","smooth_0.75_0.75_0.75","trend_0.75_0.75_0.75","seasonal_0.75_0.75_0.75","forecast_0.75_0.75_0.75","residual_0.75_0.75_0.75","smooth_1_1_1","trend_1_1_1","seasonal_1_1_1","forecast_1_1_1","residual_1_1_1","smooth_1_1_2","trend_1_1_2","seasonal_1_1_2","forecast_1_1_2","residual_1_1_2","smooth_1_1_3","trend_1_1_3","seasonal_1_1_3","forecast_1_1_3","residual_1_1_3","smooth_1_1_4","trend_1_1_4","seasonal_1_1_4","forecast_1_1_4","residual_1_1_4","smooth_1_2_1","trend_1_2_1","seasonal_1_2_1","forecast_1_2_1","residual_1_2_1","smooth_1_2_2","trend_1_2_2","seasonal_1_2_2","forecast_1_2_2","residual_1_2_2","smooth_1_2_3","trend_1_2_3","seasonal_1_2_3","forecast_1_2_3","residual_1_2_3","smooth_1_2_4","trend_1_2_4","seasonal_1_2_4","forecast_1_2_4","residual_1_2_4","smooth_1_3_1","trend_1_3_1","seasonal_1_3_1","forecast_1_3_1","residual_1_3_1","smooth_1_3_2","trend_1_3_2","seasonal_1_3_2","forecast_1_3_2","residual_1_3_2","smooth_1_3_3","trend_1_3_3","seasonal_1_3_3","forecast_1_3_3","residual_1_3_3","smooth_1_3_4","trend_1_3_4","seasonal_1_3_4","forecast_1_3_4","residual_1_3_4","smooth_2_1_1","trend_2_1_1","seasonal_2_1_1","forecast_2_1_1","residual_2_1_1","smooth_2_1_2","trend_2_1_2","seasonal_2_1_2","forecast_2_1_2","residual_2_1_2","smooth_2_1_3","trend_2_1_3","seasonal_2_1_3","forecast_2_1_3","residual_2_1_3","smooth_2_1_4","trend_2_1_4","seasonal_2_1_4","forecast_2_1_4","residual_2_1_4","smooth_2_2_1","trend_2_2_1","seasonal_2_2_1","forecast_2_2_1","residual_2_2_1","smooth_2_2_2","trend_2_2_2","seasonal_2_2_2","forecast_2_2_2","residual_2_2_2","smooth_2_2_3","trend_2_2_3","seasonal_2_2_3","forecast_2_2_3","residual_2_2_3","smooth_2_2_4","trend_2_2_4","seasonal_2_2_4","forecast_2_2_4","residual_2_2_4","smooth_2_3_1","trend_2_3_1","seasonal_2_3_1","forecast_2_3_1","residual_2_3_1","smooth_2_3_2","trend_2_3_2","seasonal_2_3_2","forecast_2_3_2","residual_2_3_2","smooth_2_3_3","trend_2_3_3","seasonal_2_3_3","forecast_2_3_3","residual_2_3_3","smooth_2_3_4","trend_2_3_4","seasonal_2_3_4","forecast_2_3_4","residual_2_3_4","smooth_3_1_1","trend_3_1_1","seasonal_3_1_1","forecast_3_1_1","residual_3_1_1","smooth_3_1_2","trend_3_1_2","seasonal_3_1_2","forecast_3_1_2","residual_3_1_2","smooth_3_1_3","trend_3_1_3","seasonal_3_1_3","forecast_3_1_3","residual_3_1_3","smooth_3_1_4","trend_3_1_4","seasonal_3_1_4","forecast_3_1_4","residual_3_1_4","smooth_3_2_1","trend_3_2_1","seasonal_3_2_1","forecast_3_2_1","residual_3_2_1","smooth_3_2_2","trend_3_2_2","seasonal_3_2_2","forecast_3_2_2","residual_3_2_2","smooth_3_2_3","trend_3_2_3","seasonal_3_2_3","forecast_3_2_3","residual_3_2_3","smooth_3_2_4","trend_3_2_4","seasonal_3_2_4","forecast_3_2_4","residual_3_2_4","smooth_3_3_1","trend_3_3_1","seasonal_3_3_1","forecast_3_3_1","residual_3_3_1","smooth_3_3_2","trend_3_3_2","seasonal_3_3_2","forecast_3_3_2","residual_3_3_2","smooth_3_3_3","trend_3_3_3","seasonal_3_3_3","forecast_3_3_3","residual_3_3_3","smooth_3_3_4","trend_3_3_4","seasonal_3_3_4","forecast_3_3_4","residual_3_3_4","smooth_4_1_1","trend_4_1_1","seasonal_4_1_1","forecast_4_1_1","residual_4_1_1","smooth_4_1_2","trend_4_1_2","seasonal_4_1_2","forecast_4_1_2","residual_4_1_2","smooth_4_1_3","trend_4_1_3","seasonal_4_1_3","forecast_4_1_3","residual_4_1_3","smooth_4_1_4","trend_4_1_4","seasonal_4_1_4","forecast_4_1_4","residual_4_1_4","smooth_4_2_1","trend_4_2_1","seasonal_4_2_1","forecast_4_2_1","residual_4_2_1","smooth_4_2_2","trend_4_2_2","seasonal_4_2_2","forecast_4_2_2","residual_4_2_2","smooth_4_2_3","trend_4_2_3","seasonal_4_2_3","forecast_4_2_3","residual_4_2_3","smooth_4_2_4","trend_4_2_4","seasonal_4_2_4","forecast_4_2_4","residual_4_2_4","smooth_4_3_1","trend_4_3_1","seasonal_4_3_1","forecast_4_3_1","residual_4_3_1","smooth_4_3_2","trend_4_3_2","seasonal_4_3_2","forecast_4_3_2","residual_4_3_2","smooth_4_3_3","trend_4_3_3","seasonal_4_3_3","forecast_4_3_3","residual_4_3_3","smooth_4_3_4","trend_4_3_4","seasonal_4_3_4","forecast_4_3_4","residual_4_3_4","smooth_5_1_1","trend_5_1_1","seasonal_5_1_1","forecast_5_1_1","residual_5_1_1","smooth_5_1_2","trend_5_1_2","seasonal_5_1_2","forecast_5_1_2","residual_5_1_2","smooth_5_1_3","trend_5_1_3","seasonal_5_1_3","forecast_5_1_3","residual_5_1_3","smooth_5_1_4","trend_5_1_4","seasonal_5_1_4","forecast_5_1_4","residual_5_1_4","smooth_5_2_1","trend_5_2_1","seasonal_5_2_1","forecast_5_2_1","residual_5_2_1","smooth_5_2_2","trend_5_2_2","seasonal_5_2_2","forecast_5_2_2","residual_5_2_2","smooth_5_2_3","trend_5_2_3","seasonal_5_2_3","forecast_5_2_3","residual_5_2_3","smooth_5_2_4","trend_5_2_4","seasonal_5_2_4","forecast_5_2_4","residual_5_2_4","smooth_5_3_1","trend_5_3_1","seasonal_5_3_1","forecast_5_3_1","residual_5_3_1","smooth_5_3_2","trend_5_3_2","seasonal_5_3_2","forecast_5_3_2","residual_5_3_2","smooth_5_3_3","trend_5_3_3","seasonal_5_3_3","forecast_5_3_3","residual_5_3_3","smooth_5_3_4","trend_5_3_4","seasonal_5_3_4","forecast_5_3_4","residual_5_3_4","smooth_6_1_1","trend_6_1_1","seasonal_6_1_1","forecast_6_1_1","residual_6_1_1","smooth_6_1_2","trend_6_1_2","seasonal_6_1_2","forecast_6_1_2","residual_6_1_2","smooth_6_1_3","trend_6_1_3","seasonal_6_1_3","forecast_6_1_3","residual_6_1_3","smooth_6_1_4","trend_6_1_4","seasonal_6_1_4","forecast_6_1_4","residual_6_1_4","smooth_6_2_1","trend_6_2_1","seasonal_6_2_1","forecast_6_2_1","residual_6_2_1","smooth_6_2_2","trend_6_2_2","seasonal_6_2_2","forecast_6_2_2","residual_6_2_2","smooth_6_2_3","trend_6_2_3","seasonal_6_2_3","forecast_6_2_3","residual_6_2_3","smooth_6_2_4","trend_6_2_4","seasonal_6_2_4","forecast_6_2_4","residual_6_2_4","smooth_6_3_1","trend_6_3_1","seasonal_6_3_1","forecast_6_3_1","residual_6_3_1","smooth_6_3_2","trend_6_3_2","seasonal_6_3_2","forecast_6_3_2","residual_6_3_2","smooth_6_3_3","trend_6_3_3","seasonal_6_3_3","forecast_6_3_3","residual_6_3_3","smooth_6_3_4","trend_6_3_4","seasonal_6_3_4","forecast_6_3_4","residual_6_3_4","smooth_7_1_1","trend_7_1_1","seasonal_7_1_1","forecast_7_1_1","residual_7_1_1","smooth_7_1_2","trend_7_1_2","seasonal_7_1_2","forecast_7_1_2","residual_7_1_2","smooth_7_1_3","trend_7_1_3","seasonal_7_1_3","forecast_7_1_3","residual_7_1_3","smooth_7_1_4","trend_7_1_4","seasonal_7_1_4","forecast_7_1_4","residual_7_1_4","smooth_7_2_1","trend_7_2_1","seasonal_7_2_1","forecast_7_2_1","residual_7_2_1","smooth_7_2_2","trend_7_2_2","seasonal_7_2_2","forecast_7_2_2","residual_7_2_2","smooth_7_2_3","trend_7_2_3","seasonal_7_2_3","forecast_7_2_3","residual_7_2_3","smooth_7_2_4","trend_7_2_4","seasonal_7_2_4","forecast_7_2_4","residual_7_2_4","smooth_7_3_1","trend_7_3_1","seasonal_7_3_1","forecast_7_3_1","residual_7_3_1","smooth_7_3_2","trend_7_3_2","seasonal_7_3_2","forecast_7_3_2","residual_7_3_2","smooth_7_3_3","trend_7_3_3","seasonal_7_3_3","forecast_7_3_3","residual_7_3_3","smooth_7_3_4","trend_7_3_4","seasonal_7_3_4","forecast_7_3_4","residual_7_3_4","smooth_8_1_1","trend_8_1_1","seasonal_8_1_1","forecast_8_1_1","residual_8_1_1","smooth_8_1_2","trend_8_1_2","seasonal_8_1_2","forecast_8_1_2","residual_8_1_2","smooth_8_1_3","trend_8_1_3","seasonal_8_1_3","forecast_8_1_3","residual_8_1_3","smooth_8_1_4","trend_8_1_4","seasonal_8_1_4","forecast_8_1_4","residual_8_1_4","smooth_8_2_1","trend_8_2_1","seasonal_8_2_1","forecast_8_2_1","residual_8_2_1","smooth_8_2_2","trend_8_2_2","seasonal_8_2_2","forecast_8_2_2","residual_8_2_2","smooth_8_2_3","trend_8_2_3","seasonal_8_2_3","forecast_8_2_3","residual_8_2_3","smooth_8_2_4","trend_8_2_4","seasonal_8_2_4","forecast_8_2_4","residual_8_2_4","smooth_8_3_1","trend_8_3_1","seasonal_8_3_1","forecast_8_3_1","residual_8_3_1","smooth_8_3_2","trend_8_3_2","seasonal_8_3_2","forecast_8_3_2","residual_8_3_2","smooth_8_3_3","trend_8_3_3","seasonal_8_3_3","forecast_8_3_3","residual_8_3_3","smooth_8_3_4","trend_8_3_4","seasonal_8_3_4","forecast_8_3_4","residual_8_3_4","smooth_9_1_1","trend_9_1_1","seasonal_9_1_1","forecast_9_1_1","residual_9_1_1","smooth_9_1_2","trend_9_1_2","seasonal_9_1_2","forecast_9_1_2","residual_9_1_2","smooth_9_1_3","trend_9_1_3","seasonal_9_1_3","forecast_9_1_3","residual_9_1_3","smooth_9_1_4","trend_9_1_4","seasonal_9_1_4","forecast_9_1_4","residual_9_1_4","smooth_9_2_1","trend_9_2_1","seasonal_9_2_1","forecast_9_2_1","residual_9_2_1","smooth_9_2_2","trend_9_2_2","seasonal_9_2_2","forecast_9_2_2","residual_9_2_2","smooth_9_2_3","trend_9_2_3","seasonal_9_2_3","forecast_9_2_3","residual_9_2_3","smooth_9_2_4","trend_9_2_4","seasonal_9_2_4","forecast_9_2_4","residual_9_2_4","smooth_9_3_1","trend_9_3_1","seasonal_9_3_1","forecast_9_3_1","residual_9_3_1","smooth_9_3_2","trend_9_3_2","seasonal_9_3_2","forecast_9_3_2","residual_9_3_2","smooth_9_3_3","trend_9_3_3","seasonal_9_3_3","forecast_9_3_3","residual_9_3_3","smooth_9_3_4","trend_9_3_4","seasonal_9_3_4","forecast_9_3_4","residual_9_3_4","smooth_0.1_0.25_0.2","trend_0.1_0.25_0.2","seasonal_0.1_0.25_0.2","forecast_0.1_0.25_0.2","residual_0.1_0.25_0.2"
"1",1,"Jan",1091663.354,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA,1091663.354,27671.4974,0.992360471699598,NA,NA
"2",2,"Feb",983099.1319,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA,983099.1319,27671.4974,0.893671766744814,NA,NA
